student_id,course_id,semester,year
2019000026,106,Even,2019
2019000026,101,Even,2019
2019000027,103,Even,2019
2019000027,108,Even,2019
2019000027,101,Even,2019
2019000028,103,Even,2019
2019000028,109,Even,2019
2019000028,102,Even,2019
2019000028,107,Even,2019
2019000029,109,Odd,2019
2019000029,104,Odd,2019
2019000029,103,Odd,2019
2019000029,108,Odd,2019
2019000030,109,Odd,2019
2019000030,101,Odd,2019
2019000030,106,Odd,2019
2019000030,104,Odd,2019
2019000031,106,Odd,2019
2019000031,105,Odd,2019
2019000032,104,Odd,2019
2019000032,102,Odd,2019
2019000033,108,Even,2019
2019000033,102,Even,2019
2019000033,103,Even,2019
2019000033,109,Even,2019
2019000034,103,Odd,2019
2019000034,105,Odd,2019
2019000034,107,Odd,2019
2019000034,102,Odd,2019
2019000035,105,Even,2019
2019000035,107,Even,2019
2019000035,106,Even,2019
2019000035,104,Even,2019
2019000036,104,Odd,2019
2019000036,110,Odd,2019
2019000037,101,Odd,2019
2019000037,109,Odd,2019
2019000037,104,Odd,2019
2019000038,102,Odd,2019
2019000038,101,Odd,2019
2019000039,101,Odd,2019
2019000039,106,Odd,2019
2019000040,104,Odd,2019
2019000040,105,Odd,2019
2019000040,108,Odd,2019
2019000040,102,Odd,2019
2019000041,110,Even,2019
2019000041,108,Even,2019
2019000041,104,Even,2019
2019000041,107,Even,2019
2019000042,104,Even,2019
2019000042,102,Even,2019
2019000042,109,Even,2019
2019000043,107,Odd,2019
2019000043,110,Odd,2019
2019000043,108,Odd,2019
2019000044,102,Even,2019
2019000044,101,Even,2019
2019000044,107,Even,2019
2019000044,106,Even,2019
2019000045,104,Odd,2019
2019000045,110,Odd,2019
2019000046,108,Even,2019
2019000046,103,Even,2019
2019000046,107,Even,2019
2019000046,102,Even,2019
2019000047,104,Odd,2019
2019000047,102,Odd,2019
2019000047,108,Odd,2019
2019000048,109,Odd,2019
2019000048,101,Odd,2019
2019000049,103,Even,2019
2019000049,107,Even,2019
2019000050,104,Odd,2019
2019000050,107,Odd,2019
2019000050,101,Odd,2019
2019000051,101,Even,2019
2019000051,107,Even,2019
2019000051,105,Even,2019
2019000052,107,Odd,2019
2019000052,109,Odd,2019
2019000052,108,Odd,2019
2019000053,105,Odd,2019
2019000053,104,Odd,2019
2019000054,109,Odd,2019
2019000054,101,Odd,2019
2019000054,106,Odd,2019
2019000054,110,Odd,2019
2019000055,108,Odd,2019
2019000055,109,Odd,2019
2019000055,103,Odd,2019
2019000055,101,Odd,2019
2019000056,102,Odd,2019
2019000056,110,Odd,2019
2019000057,102,Odd,2019
2019000057,104,Odd,2019
2019000057,101,Odd,2019
2019000058,110,Even,2019
2019000058,109,Even,2019
2019000058,106,Even,2019
2019000059,106,Even,2019
2019000059,104,Even,2019
2019000060,103,Even,2019
2019000060,105,Even,2019
2019000060,108,Even,2019
2019000061,101,Odd,2019
2019000061,108,Odd,2019
2019000062,109,Even,2019
2019000062,104,Even,2019
2019000063,106,Odd,2019
2019000063,102,Odd,2019
2019000064,105,Even,2019
2019000064,103,Even,2019
2019000064,108,Even,2019
2019000065,109,Odd,2019
2019000065,101,Odd,2019
2019000065,105,Odd,2019
2019000065,106,Odd,2019
2019000066,105,Odd,2019
2019000066,102,Odd,2019
2019000067,109,Odd,2019
2019000067,103,Odd,2019
2019000067,105,Odd,2019
2019000067,110,Odd,2019
2019000068,106,Even,2019
2019000068,104,Even,2019
2019000068,105,Even,2019
2019000068,108,Even,2019
2019000069,101,Even,2019
2019000069,102,Even,2019
2019000069,107,Even,2019
2019000070,101,Odd,2019
2019000070,106,Odd,2019
2019000071,105,Even,2019
2019000071,103,Even,2019
2019000071,108,Even,2019
2019000071,110,Even,2019
2019000072,101,Odd,2019
2019000072,102,Odd,2019
2019000072,109,Odd,2019
2019000072,106,Odd,2019
2019000073,101,Odd,2019
2019000073,106,Odd,2019
2019000073,103,Odd,2019
2019000073,104,Odd,2019
2019000074,105,Odd,2019
2019000074,106,Odd,2019
2019000075,104,Even,2019
2019000075,110,Even,2019
2019000075,102,Even,2019
2019000076,107,Odd,2019
2019000076,103,Odd,2019
2019000076,104,Odd,2019
2019000076,110,Odd,2019
2019000077,107,Odd,2019
2019000077,101,Odd,2019
2019000078,106,Odd,2019
2019000078,107,Odd,2019
2019000078,104,Odd,2019
2019000078,103,Odd,2019
2019000079,102,Even,2019
2019000079,107,Even,2019
2019000079,101,Even,2019
2019000079,109,Even,2019
2019000080,104,Even,2019
2019000080,108,Even,2019
2019000081,104,Odd,2019
2019000081,110,Odd,2019
2019000081,101,Odd,2019
2019000082,106,Even,2019
2019000082,105,Even,2019
2019000082,102,Even,2019
2019000083,109,Odd,2019
2019000083,107,Odd,2019
2019000083,106,Odd,2019
2019000084,105,Even,2019
2019000084,103,Even,2019
2019000085,102,Even,2019
2019000085,107,Even,2019
2019000086,106,Odd,2019
2019000086,107,Odd,2019
2019000086,102,Odd,2019
2019000086,104,Odd,2019
2019000087,101,Odd,2019
2019000087,107,Odd,2019
2019000087,110,Odd,2019
2019000088,107,Even,2019
2019000088,102,Even,2019
2019000088,106,Even,2019
2019000089,102,Even,2019
2019000089,105,Even,2019
2019000089,109,Even,2019
2019000089,106,Even,2019
2019000090,107,Odd,2019
2019000090,105,Odd,2019
2019000090,103,Odd,2019
2019000091,107,Even,2019
2019000091,103,Even,2019
2019000091,105,Even,2019
2019000092,101,Even,2019
2019000092,105,Even,2019
2019000092,109,Even,2019
2019000092,102,Even,2019
2019000093,110,Even,2019
2019000093,106,Even,2019
2019000093,108,Even,2019
2019000093,104,Even,2019
2019000094,104,Odd,2019
2019000094,109,Odd,2019
2019000094,108,Odd,2019
2019000094,107,Odd,2019
2019000095,102,Odd,2019
2019000095,105,Odd,2019
2019000095,106,Odd,2019
2019000095,101,Odd,2019
2019000096,105,Odd,2019
2019000096,104,Odd,2019
2019000096,109,Odd,2019
2019000096,102,Odd,2019
2019000097,104,Odd,2019
2019000097,108,Odd,2019
2019000098,107,Even,2019
2019000098,104,Even,2019
2019000098,110,Even,2019
2019000099,104,Odd,2019
2019000099,103,Odd,2019
2019000099,101,Odd,2019
2019000100,104,Odd,2019
2019000100,103,Odd,2019
2019000100,108,Odd,2019
2019000101,104,Even,2019
2019000101,102,Even,2019
2019000101,108,Even,2019
2019000101,109,Even,2019
2019000102,109,Even,2019
2019000102,110,Even,2019
2019000102,106,Even,2019
2019000102,107,Even,2019
2019000103,109,Even,2019
2019000103,107,Even,2019
2019000103,108,Even,2019
2019000103,102,Even,2019
2019000104,105,Even,2019
2019000104,104,Even,2019
2019000104,110,Even,2019
2019000105,104,Even,2019
2019000105,105,Even,2019
2019000105,108,Even,2019
2019000105,101,Even,2019
2019000106,105,Even,2019
2019000106,106,Even,2019
2019000107,102,Even,2019
2019000107,103,Even,2019
2019000107,109,Even,2019
2019000107,110,Even,2019
2019000108,103,Even,2019
2019000108,104,Even,2019
2019000108,102,Even,2019
2019000108,109,Even,2019
2019000109,109,Odd,2019
2019000109,108,Odd,2019
2019000109,107,Odd,2019
2019000110,107,Odd,2019
2019000110,110,Odd,2019
2019000111,107,Even,2019
2019000111,108,Even,2019
2019000111,101,Even,2019
2019000111,103,Even,2019
2019000112,107,Even,2019
2019000112,109,Even,2019
2019000112,104,Even,2019
2019000113,105,Even,2019
2019000113,107,Even,2019
2019000114,107,Even,2019
2019000114,106,Even,2019
2019000115,103,Odd,2019
2019000115,108,Odd,2019
2019000115,110,Odd,2019
2019000115,105,Odd,2019
2019000116,110,Even,2019
2019000116,101,Even,2019
2019000116,102,Even,2019
2019000117,108,Odd,2019
2019000117,103,Odd,2019
2019000118,107,Even,2019
2019000118,106,Even,2019
2019000118,104,Even,2019
2019000119,106,Even,2019
2019000119,107,Even,2019
2019000119,105,Even,2019
2019000120,102,Odd,2019
2019000120,108,Odd,2019
2019000120,101,Odd,2019
2019000121,104,Odd,2019
2019000121,102,Odd,2019
2019000121,101,Odd,2019
2019000122,104,Odd,2019
2019000122,101,Odd,2019
2019000123,103,Odd,2019
2019000123,108,Odd,2019
2019000124,104,Even,2019
2019000124,108,Even,2019
2019000124,105,Even,2019
2019000124,107,Even,2019
2019000125,110,Odd,2019
2019000125,102,Odd,2019
2019000126,102,Even,2019
2019000126,101,Even,2019
2019000126,105,Even,2019
2019000127,104,Odd,2019
2019000127,102,Odd,2019
2019000127,110,Odd,2019
2019000128,105,Even,2019
2019000128,102,Even,2019
2019000128,101,Even,2019
2019000128,103,Even,2019
2019000129,106,Even,2019
2019000129,102,Even,2019
2019000129,110,Even,2019
2019000129,101,Even,2019
2019000130,102,Even,2019
2019000130,107,Even,2019
2019000130,106,Even,2019
2019000131,103,Even,2019
2019000131,107,Even,2019
2019000131,110,Even,2019
2019000131,106,Even,2019
2019000132,109,Even,2019
2019000132,108,Even,2019
2019000132,110,Even,2019
2019000132,104,Even,2019
2019000133,104,Even,2019
2019000133,102,Even,2019
2019000133,105,Even,2019
2019000134,108,Even,2019
2019000134,107,Even,2019
2019000135,108,Odd,2019
2019000135,106,Odd,2019
2019000136,104,Even,2019
2019000136,106,Even,2019
2019000136,105,Even,2019
2019000137,110,Odd,2019
2019000137,105,Odd,2019
2019000137,101,Odd,2019
2019000138,104,Even,2019
2019000138,107,Even,2019
2019000139,104,Odd,2019
2019000139,108,Odd,2019
2019000139,109,Odd,2019
2019000139,110,Odd,2019
2019000140,105,Even,2019
2019000140,104,Even,2019
2019000141,104,Even,2019
2019000141,105,Even,2019
2019000141,106,Even,2019
2019000141,110,Even,2019
2019000142,109,Even,2019
2019000142,106,Even,2019
2019000142,110,Even,2019
2019000143,105,Odd,2019
2019000143,110,Odd,2019
2019000143,104,Odd,2019
2019000144,104,Odd,2019
2019000144,106,Odd,2019
2019000144,102,Odd,2019
2019000144,109,Odd,2019
2019000145,104,Even,2019
2019000145,108,Even,2019
2019000146,110,Odd,2019
2019000146,109,Odd,2019
2019000146,105,Odd,2019
2019000146,101,Odd,2019
2019000147,104,Even,2019
2019000147,106,Even,2019
2019000147,103,Even,2019
2019000148,109,Even,2019
2019000148,103,Even,2019
2019000149,101,Even,2019
2019000149,109,Even,2019
2019000150,103,Odd,2019
2019000150,108,Odd,2019
2019000150,102,Odd,2019
2019000150,107,Odd,2019
2019000151,105,Even,2019
2019000151,108,Even,2019
2019000151,109,Even,2019
2019000151,104,Even,2019
2019000152,101,Even,2019
2019000152,105,Even,2019
2019000153,102,Even,2019
2019000153,107,Even,2019
2019000154,110,Odd,2019
2019000154,101,Odd,2019
2019000155,110,Odd,2019
2019000155,105,Odd,2019
2019000156,102,Even,2019
2019000156,109,Even,2019
2019000157,110,Even,2019
2019000157,104,Even,2019
2019000157,107,Even,2019
2019000157,109,Even,2019
2019000158,110,Odd,2019
2019000158,107,Odd,2019
2019000158,105,Odd,2019
2019000159,102,Odd,2019
2019000159,104,Odd,2019
2019000159,109,Odd,2019
2019000159,103,Odd,2019
2019000160,104,Odd,2019
2019000160,103,Odd,2019
2019000161,101,Even,2019
2019000161,107,Even,2019
2019000162,110,Odd,2019
2019000162,108,Odd,2019
2019000162,105,Odd,2019
2019000162,101,Odd,2019
2019000163,105,Odd,2019
2019000163,108,Odd,2019
2019000163,102,Odd,2019
2019000164,110,Odd,2019
2019000164,104,Odd,2019
2019000164,107,Odd,2019
2019000165,104,Odd,2019
2019000165,103,Odd,2019
2019000165,105,Odd,2019
2019000165,107,Odd,2019
2019000166,101,Even,2019
2019000166,103,Even,2019
2019000167,110,Even,2019
2019000167,105,Even,2019
2019000167,108,Even,2019
2019000167,101,Even,2019
2019000168,105,Even,2019
2019000168,107,Even,2019
2019000168,110,Even,2019
2019000168,108,Even,2019
2019000169,102,Even,2019
2019000169,101,Even,2019
2019000169,107,Even,2019
2019000170,105,Odd,2019
2019000170,101,Odd,2019
2019000170,102,Odd,2019
2019000170,108,Odd,2019
2019000171,105,Even,2019
2019000171,101,Even,2019
2019000171,103,Even,2019
2019000171,104,Even,2019
2019000172,103,Odd,2019
2019000172,107,Odd,2019
2019000172,108,Odd,2019
2019000173,106,Even,2019
2019000173,107,Even,2019
2019000173,110,Even,2019
2019000174,102,Even,2019
2019000174,103,Even,2019
2019000174,106,Even,2019
2019000174,104,Even,2019
2019000175,107,Even,2019
2019000175,109,Even,2019
2019000175,101,Even,2019
2019000176,106,Even,2019
2019000176,105,Even,2019
2019000177,107,Odd,2019
2019000177,109,Odd,2019
2019000178,109,Odd,2019
2019000178,108,Odd,2019
2019000178,107,Odd,2019
2019000178,101,Odd,2019
2019000179,106,Odd,2019
2019000179,108,Odd,2019
2019000179,109,Odd,2019
2019000179,107,Odd,2019
2019000180,105,Odd,2019
2019000180,109,Odd,2019
2019000181,108,Odd,2019
2019000181,110,Odd,2019
2019000181,102,Odd,2019
2019000182,110,Odd,2019
2019000182,104,Odd,2019
2019000182,103,Odd,2019
2019000182,108,Odd,2019
2019000183,107,Odd,2019
2019000183,102,Odd,2019
2019000183,104,Odd,2019
2019000183,110,Odd,2019
2019000184,102,Even,2019
2019000184,103,Even,2019
2019000184,108,Even,2019
2019000185,105,Odd,2019
2019000185,107,Odd,2019
2019000185,108,Odd,2019
2019000185,104,Odd,2019
2019000186,109,Odd,2019
2019000186,103,Odd,2019
2019000186,107,Odd,2019
2019000187,109,Even,2019
2019000187,103,Even,2019
2019000187,102,Even,2019
2019000187,110,Even,2019
2019000188,109,Even,2019
2019000188,105,Even,2019
2019000188,101,Even,2019
2019000189,105,Even,2019
2019000189,108,Even,2019
2019000189,103,Even,2019
2019000189,104,Even,2019
2019000190,106,Even,2019
2019000190,109,Even,2019
2019000190,107,Even,2019
2019000191,104,Odd,2019
2019000191,110,Odd,2019
2019000191,107,Odd,2019
2019000192,101,Even,2019
2019000192,106,Even,2019
2019000192,108,Even,2019
2019000193,103,Odd,2019
2019000193,108,Odd,2019
2019000193,101,Odd,2019
2019000194,110,Even,2019
2019000194,106,Even,2019
2019000194,102,Even,2019
2019000194,107,Even,2019
2019000195,109,Odd,2019
2019000195,108,Odd,2019
2019000196,103,Even,2019
2019000196,107,Even,2019
2019000196,110,Even,2019
2019000196,101,Even,2019
2019000197,106,Even,2019
2019000197,107,Even,2019
2019000197,102,Even,2019
2019000198,109,Even,2019
2019000198,107,Even,2019
2019000198,106,Even,2019
2019000198,108,Even,2019
2019000199,101,Even,2019
2019000199,102,Even,2019
2019000199,104,Even,2019
2019000199,106,Even,2019
2019000200,102,Odd,2019
2019000200,107,Odd,2019
2019000201,102,Even,2019
2019000201,108,Even,2019
2019000201,103,Even,2019
2019000201,106,Even,2019
2019000202,101,Odd,2019
2019000202,106,Odd,2019
2019000203,106,Odd,2019
2019000203,110,Odd,2019
2019000203,107,Odd,2019
2019000204,109,Odd,2019
2019000204,107,Odd,2019
2019000205,103,Even,2019
2019000205,102,Even,2019
2019000206,104,Even,2019
2019000206,108,Even,2019
2019000206,103,Even,2019
2019000206,102,Even,2019
2019000207,105,Odd,2019
2019000207,108,Odd,2019
2019000207,110,Odd,2019
2019000207,106,Odd,2019
2019000208,105,Odd,2019
2019000208,109,Odd,2019
2019000208,103,Odd,2019
2019000209,106,Even,2019
2019000209,105,Even,2019
2019000209,107,Even,2019
2019000210,105,Even,2019
2019000210,104,Even,2019
2019000210,107,Even,2019
2019000211,104,Even,2019
2019000211,107,Even,2019
2019000212,105,Even,2019
2019000212,110,Even,2019
2019000212,101,Even,2019
2019000212,107,Even,2019
2019000213,101,Even,2019
2019000213,110,Even,2019
2019000213,108,Even,2019
2019000214,110,Odd,2019
2019000214,106,Odd,2019
2019000215,104,Odd,2019
2019000215,105,Odd,2019
2019000215,103,Odd,2019
2019000215,106,Odd,2019
2019000216,101,Even,2019
2019000216,105,Even,2019
2019000216,108,Even,2019
2019000216,110,Even,2019
2019000217,103,Even,2019
2019000217,102,Even,2019
2019000217,105,Even,2019
2019000217,110,Even,2019
2019000218,104,Even,2019
2019000218,103,Even,2019
2019000219,109,Even,2019
2019000219,105,Even,2019
2019000219,103,Even,2019
2019000219,108,Even,2019
2019000220,106,Odd,2019
2019000220,102,Odd,2019
2019000220,108,Odd,2019
2019000221,104,Even,2019
2019000221,107,Even,2019
2019000222,107,Even,2019
2019000222,101,Even,2019
2019000223,102,Even,2019
2019000223,108,Even,2019
2019000223,106,Even,2019
2019000223,109,Even,2019
2019000224,107,Odd,2019
2019000224,106,Odd,2019
2019000224,102,Odd,2019
2019000224,109,Odd,2019
2019000225,101,Odd,2019
2019000225,109,Odd,2019
2019000225,106,Odd,2019
2019000226,102,Even,2019
2019000226,108,Even,2019
2019000226,105,Even,2019
2019000226,106,Even,2019
2019000227,103,Odd,2019
2019000227,101,Odd,2019
2019000228,108,Odd,2019
2019000228,102,Odd,2019
2019000228,109,Odd,2019
2019000229,103,Even,2019
2019000229,107,Even,2019
2019000229,108,Even,2019
2019000229,110,Even,2019
2019000230,103,Even,2019
2019000230,107,Even,2019
2019000230,102,Even,2019
2019000230,109,Even,2019
2019000231,107,Even,2019
2019000231,105,Even,2019
2019000231,101,Even,2019
2019000231,106,Even,2019
2019000232,108,Odd,2019
2019000232,110,Odd,2019
2019000233,102,Odd,2019
2019000233,106,Odd,2019
2019000233,109,Odd,2019
2019000234,105,Even,2019
2019000234,104,Even,2019
2019000234,102,Even,2019
2019000235,104,Odd,2019
2019000235,101,Odd,2019
2019000236,104,Odd,2019
2019000236,103,Odd,2019
2019000236,110,Odd,2019
2019000237,104,Odd,2019
2019000237,110,Odd,2019
2019000237,109,Odd,2019
2019000237,103,Odd,2019
2019000238,101,Even,2019
2019000238,105,Even,2019
2019000238,103,Even,2019
2019000238,102,Even,2019
2019000239,102,Odd,2019
2019000239,101,Odd,2019
2019000240,106,Even,2019
2019000240,104,Even,2019
2019000241,103,Odd,2019
2019000241,105,Odd,2019
2019000242,107,Odd,2019
2019000242,109,Odd,2019
2019000243,102,Even,2019
2019000243,108,Even,2019
2019000243,109,Even,2019
2019000243,107,Even,2019
2019000244,110,Odd,2019
2019000244,102,Odd,2019
2019000244,108,Odd,2019
2019000244,105,Odd,2019
2019000245,101,Odd,2019
2019000245,109,Odd,2019
2019000245,105,Odd,2019
2019000245,104,Odd,2019
2019000246,108,Even,2019
2019000246,107,Even,2019
2019000247,102,Odd,2019
2019000247,108,Odd,2019
2019000247,109,Odd,2019
2019000247,101,Odd,2019
2019000248,110,Odd,2019
2019000248,103,Odd,2019
2019000248,102,Odd,2019
2019000249,110,Even,2019
2019000249,109,Even,2019
2019000249,106,Even,2019
2019000250,109,Even,2019
2019000250,105,Even,2019
2019000250,108,Even,2019
2019000250,110,Even,2019
2019000251,102,Odd,2019
2019000251,109,Odd,2019
2019000252,108,Even,2019
2019000252,104,Even,2019
2019000252,107,Even,2019
2019000253,107,Even,2019
2019000253,110,Even,2019
2019000253,102,Even,2019
2019000254,106,Odd,2019
2019000254,105,Odd,2019
2019000254,110,Odd,2019
2019000255,108,Odd,2019
2019000255,102,Odd,2019
2019000255,109,Odd,2019
2019000255,107,Odd,2019
2019000256,107,Even,2019
2019000256,102,Even,2019
2019000257,109,Even,2019
2019000257,101,Even,2019
2019000258,102,Even,2019
2019000258,107,Even,2019
2019000258,106,Even,2019
2019000258,109,Even,2019
2019000259,101,Odd,2019
2019000259,105,Odd,2019
2019000259,109,Odd,2019
2019000259,103,Odd,2019
2019000260,109,Even,2019
2019000260,104,Even,2019
2019000260,103,Even,2019
2019000260,106,Even,2019
2019000261,102,Even,2019
2019000261,106,Even,2019
2019000262,105,Even,2019
2019000262,104,Even,2019
2019000263,110,Even,2019
2019000263,109,Even,2019
2019000263,101,Even,2019
2019000263,105,Even,2019
2019000264,103,Even,2019
2019000264,105,Even,2019
2019000265,106,Odd,2019
2019000265,101,Odd,2019
2019000265,103,Odd,2019
2019000266,107,Odd,2019
2019000266,102,Odd,2019
2019000266,103,Odd,2019
2019000266,106,Odd,2019
2019000267,109,Even,2019
2019000267,104,Even,2019
2019000268,108,Even,2019
2019000268,106,Even,2019
2019000268,103,Even,2019
2019000269,106,Odd,2019
2019000269,102,Odd,2019
2019000269,101,Odd,2019
2019000270,110,Odd,2019
2019000270,101,Odd,2019
2019000271,108,Even,2019
2019000271,107,Even,2019
2019000271,110,Even,2019
2019000272,105,Even,2019
2019000272,104,Even,2019
2019000272,102,Even,2019
2019000273,102,Even,2019
2019000273,105,Even,2019
2019000273,108,Even,2019
2019000274,104,Odd,2019
2019000274,107,Odd,2019
2019000275,104,Odd,2019
2019000275,105,Odd,2019
2019000276,105,Even,2019
2019000276,110,Even,2019
2019000277,101,Even,2019
2019000277,108,Even,2019
2019000278,103,Odd,2019
2019000278,107,Odd,2019
2019000279,109,Odd,2019
2019000279,106,Odd,2019
2019000279,102,Odd,2019
2019000279,104,Odd,2019
2019000280,101,Even,2019
2019000280,108,Even,2019
2019000280,102,Even,2019
2019000281,107,Odd,2019
2019000281,110,Odd,2019
2019000281,109,Odd,2019
2019000281,103,Odd,2019
2019000282,101,Even,2019
2019000282,106,Even,2019
2019000282,103,Even,2019
2019000283,106,Odd,2019
2019000283,102,Odd,2019
2019000283,107,Odd,2019
2019000283,108,Odd,2019
2019000284,107,Odd,2019
2019000284,110,Odd,2019
2019000285,105,Even,2019
2019000285,106,Even,2019
2019000285,104,Even,2019
2019000286,102,Odd,2019
2019000286,109,Odd,2019
2019000287,109,Odd,2019
2019000287,104,Odd,2019
2019000287,106,Odd,2019
2019000287,103,Odd,2019
2019000288,102,Even,2019
2019000288,103,Even,2019
2019000289,103,Odd,2019
2019000289,110,Odd,2019
2019000290,108,Even,2019
2019000290,110,Even,2019
2019000291,110,Even,2019
2019000291,106,Even,2019
2019000291,109,Even,2019
2019000291,102,Even,2019
2019000292,108,Even,2019
2019000292,110,Even,2019
2019000293,110,Odd,2019
2019000293,101,Odd,2019
2019000293,106,Odd,2019
2019000294,108,Odd,2019
2019000294,110,Odd,2019
2019000294,101,Odd,2019
2019000295,105,Even,2019
2019000295,102,Even,2019
2019000295,109,Even,2019
2019000296,110,Even,2019
2019000296,109,Even,2019
2019000296,101,Even,2019
2019000297,104,Odd,2019
2019000297,106,Odd,2019
2019000297,108,Odd,2019
2019000297,105,Odd,2019
2019000298,108,Even,2019
2019000298,102,Even,2019
2019000299,102,Odd,2019
2019000299,109,Odd,2019
2019000299,103,Odd,2019
2019000299,101,Odd,2019
2019000300,108,Even,2019
2019000300,110,Even,2019
2019000300,103,Even,2019
2019000300,109,Even,2019
2019000301,107,Odd,2019
2019000301,110,Odd,2019
2019000301,106,Odd,2019
2019000302,106,Even,2019
2019000302,102,Even,2019
2019000302,110,Even,2019
2019000302,101,Even,2019
2019000303,105,Odd,2019
2019000303,103,Odd,2019
2019000303,106,Odd,2019
2019000304,103,Even,2019
2019000304,106,Even,2019
2019000304,105,Even,2019
2019000304,109,Even,2019
2019000305,110,Even,2019
2019000305,102,Even,2019
2019000306,107,Odd,2019
2019000306,106,Odd,2019
2019000306,103,Odd,2019
2019000306,109,Odd,2019
2019000307,107,Even,2019
2019000307,109,Even,2019
2019000307,106,Even,2019
2019000307,101,Even,2019
2019000308,103,Even,2019
2019000308,104,Even,2019
2019000308,106,Even,2019
2019000309,104,Odd,2019
2019000309,103,Odd,2019
2019000310,105,Odd,2019
2019000310,102,Odd,2019
2019000311,106,Odd,2019
2019000311,103,Odd,2019
2019000311,107,Odd,2019
2019000311,102,Odd,2019
2019000312,110,Even,2019
2019000312,103,Even,2019
2019000313,107,Odd,2019
2019000313,106,Odd,2019
2019000314,110,Odd,2019
2019000314,105,Odd,2019
2019000314,108,Odd,2019
2019000315,104,Odd,2019
2019000315,105,Odd,2019
2019000315,108,Odd,2019
2019000315,107,Odd,2019
2019000316,110,Even,2019
2019000316,108,Even,2019
2019000316,109,Even,2019
2019000317,109,Odd,2019
2019000317,110,Odd,2019
2019000317,107,Odd,2019
2019000318,110,Even,2019
2019000318,103,Even,2019
2019000319,108,Odd,2019
2019000319,106,Odd,2019
2019000320,109,Odd,2019
2019000320,102,Odd,2019
2019000320,105,Odd,2019
2019000320,101,Odd,2019
2019000321,108,Even,2019
2019000321,109,Even,2019
2019000321,103,Even,2019
2019000322,104,Even,2019
2019000322,108,Even,2019
2019000323,107,Even,2019
2019000323,101,Even,2019
2019000324,106,Even,2019
2019000324,104,Even,2019
2019000324,107,Even,2019
2019000324,101,Even,2019
2019000325,101,Odd,2019
2019000325,106,Odd,2019
2019000326,106,Even,2019
2019000326,103,Even,2019
2019000326,109,Even,2019
2019000326,101,Even,2019
2019000327,103,Odd,2019
2019000327,108,Odd,2019
2019000327,109,Odd,2019
2019000328,101,Odd,2019
2019000328,105,Odd,2019
2019000329,109,Even,2019
2019000329,110,Even,2019
2019000330,105,Even,2019
2019000330,104,Even,2019
2019000331,101,Even,2019
2019000331,104,Even,2019
2019000332,110,Even,2019
2019000332,108,Even,2019
2019000332,102,Even,2019
2019000332,101,Even,2019
2019000333,109,Odd,2019
2019000333,101,Odd,2019
2019000333,104,Odd,2019
2019000333,106,Odd,2019
2019000334,107,Odd,2019
2019000334,101,Odd,2019
2019000334,106,Odd,2019
2019000335,107,Even,2019
2019000335,103,Even,2019
2019000335,102,Even,2019
2019000335,105,Even,2019
2019000336,109,Odd,2019
2019000336,110,Odd,2019
2019000337,108,Even,2019
2019000337,101,Even,2019
2019000337,107,Even,2019
2019000338,101,Even,2019
2019000338,106,Even,2019
2019000338,102,Even,2019
2019000339,102,Odd,2019
2019000339,106,Odd,2019
2019000340,106,Even,2019
2019000340,109,Even,2019
2019000341,103,Odd,2019
2019000341,108,Odd,2019
